id	name
0	R2-D2
1	QUI-GON
2	NUTE GUNRAY
3	PK-4
4	TC-14
5	OBI-WAN
6	DOFINE
7	RUNE
8	TEY HOW
9	EMPEROR
10	CAPTAIN PANAKA
11	SIO BIBBLE
12	JAR JAR
13	TARPALS
14	BOSS NASS
15	PADME
16	RIC OLIE
17	WATTO
18	ANAKIN
19	SEBULBA
20	JIRA
21	SHMI
22	C-3PO
23	DARTH MAUL
24	KITSTER
25	WALD
26	FODE/BEED
27	JABBA
28	GREEDO
29	VALORUM
30	MACE WINDU
31	KI-ADI-MUNDI
32	YODA
33	RABE
34	BAIL ORGANA
35	GENERAL CEEL
36	BRAVO TWO
37	BRAVO THREE
