source	target	weight
1	0	8
4	0	14
11	0	2
6	0	2
7	0	8
9	0	9
10	0	12
15	0	1
4	1	13
1	11	6
1	9	20
1	7	10
1	10	14
1	15	1
3	2	1
5	4	2
4	6	3
4	7	10
6	7	2
8	6	1
8	4	2
8	9	1
8	10	1
9	10	18
4	9	18
4	10	15
5	7	1
5	6	1
9	7	13
10	7	8
11	7	4
9	11	5
11	10	2
3	12	5
7	13	1
7	14	1
9	15	1
16	9	1
11	15	1
16	11	5
4	11	1
16	15	1
4	15	1
10	15	1
7	15	1
16	4	1
16	10	1
16	7	1
3	17	1
3	7	5
12	7	3
11	18	6
16	18	1
19	3	1
19	7	1
