source	target	weight
5	0	2
2	0	12
1	0	9
8	0	5
7	0	4
9	0	4
0	10	1
22	0	1
1	2	28
2	3	2
1	3	2
5	2	4
6	2	1
1	5	14
1	6	1
6	5	1
4	2	2
1	4	1
1	7	2
1	8	4
7	2	7
8	2	3
7	5	3
8	5	2
7	8	3
7	9	5
1	9	9
1	10	5
7	11	2
7	12	2
7	13	1
11	9	2
11	12	2
11	13	1
12	9	2
13	9	1
13	12	1
1	14	5
14	10	4
14	2	3
2	10	11
15	9	2
8	9	5
8	15	2
1	15	1
16	10	1
2	9	6
17	2	2
1	18	1
5	18	1
2	19	1
4	20	1
5	9	4
1	17	1
17	14	1
17	10	1
5	14	1
7	22	2
7	10	6
5	20	1
24	10	1
7	24	1
8	10	1
23	5	1
8	22	1
