source	target	weight
1	0	5
6	0	10
2	0	7
3	0	4
5	0	5
20	0	1
1	3	19
6	1	21
1	2	5
1	5	19
1	4	1
1	20	9
1	12	1
19	1	1
3	2	4
3	4	3
5	4	4
3	5	33
6	3	27
6	7	1
2	8	2
3	8	1
3	9	1
6	2	1
6	5	23
5	2	1
6	4	1
11	10	2
12	10	7
12	11	2
7	5	1
13	2	3
2	14	2
15	14	2
2	9	1
12	16	1
16	10	1
12	17	1
2	18	5
19	10	1
19	12	3
3	20	7
20	5	10
6	20	7
8	18	1
12	20	4
12	3	2
19	20	2
19	6	1
6	12	1
19	3	1
19	5	1
12	5	1
12	2	2
20	2	2
